Load,Deformation Elongation,Deformation Striction,CrossHead,Testing Time,Phase,Unitary Deformation,Deformation Percent,Stress,Elongation Percent
N,mm,mm,mm,s,,mm/mm,%,MPa,%
526.71625,0,0,0,0,1,0,0,6.801243735,0
589.905,-0.0002,0,0.001684,0.1,1,-4.00E-06,-0.0004,7.617170887,-0.0004
673.20375,0,0,0.002958,0.2,1,0,0,8.692769185,0
749.72625,0.0002,-0.001,0.004149,0.3,1,4.00E-06,0.0004,9.680868894,0.0004
835.26,0.0004,-0.001,0.005381,0.4,1,8.00E-06,0.0008,10.78532671,0.0008
918.0625,0.0005,-0.001,0.006614,0.5,1,1.00E-05,0.001,11.85451716,0.001
1002.02875,0.0008,-0.001,0.007805,0.6,1,1.60E-05,0.0016,12.93873458,0.0016
1083.65625,0.0012,-0.001,0.009038,0.7,1,2.40E-05,0.0024,13.9927528,0.0024
1168.0775,0.0014,-0.001,0.01027,0.8,1,2.80E-05,0.0028,15.08284542,0.0028
1254.3025,0.0018,0,0.011462,0.9,1,3.60E-05,0.0036,16.19622903,0.0036
1341.64,0.0022,0,0.012735,1,1,4.40E-05,0.0044,17.32397784,0.0044
1430.785,0.0024,0,0.013926,1.1,1,4.80E-05,0.0048,18.47506607,0.0048
1518.1875,0.0026,0,0.0152,1.2,1,5.20E-05,0.0052,19.60365419,0.0052
1603.315,0.003,0,0.016432,1.3,1,6.00E-05,0.006,20.70286629,0.006
1694.565,0.0035,0,0.017665,1.4,1,7.00E-05,0.007,21.88113541,0.007
1781.29625,0.0039,0,0.018897,1.5,1,7.80E-05,0.0078,23.001056,0.0078
1869.65875,0.0041,-0.001,0.020171,1.6,1,8.20E-05,0.0082,24.14204016,0.0082
1954.1575,0.0046,-0.001,0.021362,1.7,1,9.20E-05,0.0092,25.2331335,0.0092
2037.845,0.0049,-0.001,0.022595,1.8,1,9.80E-05,0.0098,26.31375155,0.0098
2125.48625,0.0051,-0.001,0.023827,1.9,1,0.000102,0.0102,27.44542254,0.0102
2213.69875,0.0055,0,0.025059,2,1,0.00011,0.011,28.58446982,0.011
2301.63375,0.0058,0,0.026333,2.1,1,0.000116,0.0116,29.71993388,0.0116
2384.105,0.0061,0,0.027565,2.2,1,0.000122,0.0122,30.78484705,0.0122
2477.79625,0.0064,0,0.028798,2.3,1,0.000128,0.0128,31.9946389,0.0128
2568.05,0.0069,-0.001,0.030071,2.4,1,0.000138,0.0138,33.1600439,0.0138
2652.4625,0.0072,-0.001,0.031304,2.5,1,0.000144,0.0144,34.25002354,0.0144
2740.66375,0.0075,0,0.032577,2.6,1,0.00015,0.015,35.38892555,0.015
2822.275,0.0077,0,0.03381,2.7,1,0.000154,0.0154,36.44273394,0.0154
2909.3025,0.0083,0,0.035083,2.8,1,0.000166,0.0166,37.56647987,0.0166
2997.02625,0.0087,0,0.036316,2.9,1,0.000174,0.0174,38.69921615,0.0174
3086.13,0.009,0,0.037548,3,1,0.00018,0.018,39.84977173,0.018
3170.695,0.0094,0,0.038822,3.1,1,0.000188,0.0188,40.94172053,0.0188
3260.91,0.0096,0,0.040095,3.2,1,0.000192,0.0192,42.10662517,0.0192
3345.6325,0.01,0,0.041328,3.3,1,0.0002,0.02,43.20060769,0.02
3432.96375,0.0104,0,0.04256,3.4,1,0.000208,0.0208,44.3282758,0.0208
3518.60625,0.0106,0,0.043834,3.5,1,0.000212,0.0212,45.43413786,0.0212
3607.0375,0.011,-0.001,0.045066,3.6,1,0.00022,0.022,46.57600976,0.022
3691.81375,0.0114,-0.001,0.046299,3.7,1,0.000228,0.0228,47.67068633,0.0228
3776.705,0.0116,0,0.047572,3.8,1,0.000232,0.0232,48.76684784,0.0232
3869.3125,0.0119,0,0.048846,3.9,1,0.000238,0.0238,49.96264573,0.0238
3953.90625,0.0124,0,0.050078,4,1,0.000248,0.0248,51.05496576,0.0248
4041.92,0.0129,-0.001,0.05131,4.1,1,0.000258,0.0258,52.19144668,0.0258
4124.1025,0.0132,-0.001,0.052584,4.2,1,0.000264,0.0264,53.25263136,0.0264
4210.21625,0.0135,0,0.053816,4.3,1,0.00027,0.027,54.36457845,0.027
4301.51125,0.0137,0,0.05509,4.4,1,0.000274,0.0274,55.54342863,0.0274
4386.14625,0.0141,0,0.056322,4.5,1,0.000282,0.0282,56.63628131,0.0282
4472.7625,0.0144,0,0.057596,4.6,1,0.000288,0.0288,57.75471695,0.0288
4557.34375,0.015,0,0.058828,4.7,1,0.0003,0.03,58.84687558,0.03
4648.065,0.0154,-0.001,0.060061,4.8,1,0.000308,0.0308,60.01831719,0.0308
4732.3375,0.0157,0,0.061334,4.9,1,0.000314,0.0314,61.10648907,0.0314
4816.03,0.0157,-0.001,0.062567,5,1,0.000314,0.0314,62.18717168,0.0314
4897.91375,0.0162,-0.001,0.063799,5.1,1,0.000324,0.0324,63.24449873,0.0324
4984.2875,0.0166,0,0.065032,5.2,1,0.000332,0.0332,64.35980309,0.0332
5068.24625,0.0171,0,0.066305,5.3,1,0.000342,0.0342,65.44392366,0.0342
5153.0125,0.0174,0,0.067538,5.4,1,0.000348,0.0348,66.53847111,0.0348
5240.4475,0.0176,0,0.06877,5.5,1,0.000352,0.0352,67.66747889,0.0352
5328.64875,0.018,-0.001,0.070044,5.6,1,0.00036,0.036,68.80638091,0.036
5409.4925,0.0185,0,0.071317,5.7,1,0.00037,0.037,69.85027892,0.037
5492.84125,0.0188,0,0.07255,5.8,1,0.000376,0.0376,70.92652284,0.0376
5582.8,0.0188,0,0.073782,5.9,1,0.000376,0.0376,72.08811865,0.0376
5667.77,0.0191,0,0.075055,6,1,0.000382,0.0382,73.18529702,0.0382
5746.45375,0.0196,0,0.076288,6.1,1,0.000392,0.0392,74.20130396,0.0392
5837.0375,0.02,-0.001,0.077561,6.2,1,0.0004,0.04,75.37097009,0.04
5919.1375,0.0204,-0.001,0.078835,6.3,1,0.000408,0.0408,76.43108949,0.0408
6004.41375,0.0209,0,0.080067,6.4,1,0.000418,0.0418,77.53222233,0.0418
6086.72,0.0211,0,0.081341,6.5,1,0.000422,0.0422,78.59500493,0.0422
6176.565,0.0214,0,0.082614,6.6,1,0.000428,0.0428,79.75513193,0.0428
6261.54875,0.0218,0,0.083806,6.7,1,0.000436,0.0436,80.85248786,0.0436
6350.04875,0.0221,0,0.085079,6.8,1,0.000442,0.0442,81.99524749,0.0442
6427.88875,0.0226,0,0.086312,6.9,1,0.000452,0.0452,83.00035947,0.0452
6509.65,0.0229,-0.001,0.087544,7,1,0.000458,0.0458,84.05610474,0.0458
6596.71625,0.0232,0,0.088818,7.1,1,0.000464,0.0464,85.18035103,0.0464
6685.6375,0.0234,0,0.090091,7.2,1,0.000468,0.0468,86.32855007,0.0468
6766.38875,0.0238,0,0.091324,7.3,1,0.000476,0.0476,87.37125368,0.0476
6850.74,0.0241,-0.001,0.092556,7.4,1,0.000482,0.0482,88.46044242,0.0482
6933.77375,0.0245,0,0.09383,7.5,1,0.00049,0.049,89.53261889,0.049
7012.40625,0.0247,0,0.095062,7.6,1,0.000494,0.0494,90.54796406,0.0494
7101.18,0.025,0,0.096336,7.7,1,0.0005,0.05,91.6942585,0.05
7189.2975,0.0255,0,0.097568,7.8,1,0.00051,0.051,92.83207909,0.051
7272.23375,0.0259,0,0.098842,7.9,1,0.000518,0.0518,93.9029966,0.0518
7354.89625,0.0261,0,0.100074,8,1,0.000522,0.0522,94.97037929,0.0522
7439.66875,0.0266,0,0.101348,8.1,1,0.000532,0.0532,96.06500744,0.0532
7523.69375,0.0269,0,0.10258,8.2,1,0.000538,0.0538,97.14998347,0.0538
7601.96125,0.0274,0,0.103812,8.3,1,0.000548,0.0548,98.16061556,0.0548
7684.36375,0.0275,0,0.105045,8.4,1,0.00055,0.055,99.22464099,0.055
7767.67375,0.0276,-0.001,0.106277,8.5,1,0.000552,0.0552,100.3003846,0.0552
7850.34375,0.0279,0,0.107551,8.6,1,0.000558,0.0558,101.3678641,0.0558
7934.53375,0.0285,0,0.108824,8.7,1,0.00057,0.057,102.4549707,0.057
8019.23625,0.0291,0,0.110057,8.8,1,0.000582,0.0582,103.548695,0.0582
8097.82375,0.0294,0,0.111289,8.9,1,0.000588,0.0588,104.5634591,0.0588
8179.885,0.0298,-0.001,0.112522,9,1,0.000596,0.0596,105.6230781,0.0596
8264.11625,0.03,-0.001,0.113795,9.1,1,0.0006,0.06,106.7107173,0.06
8346.67625,0.0303,0,0.115069,9.2,1,0.000606,0.0606,107.7767765,0.0606
8431.74125,0.0307,-0.001,0.116301,9.3,1,0.000614,0.0614,108.8751816,0.0614
8509.035,0.0309,-0.001,0.117534,9.4,1,0.000618,0.0618,109.8732401,0.0618
8594.79375,0.0311,0,0.118807,9.5,1,0.000622,0.0622,110.9806032,0.0622
8679.50125,0.0316,0,0.120081,9.6,1,0.000632,0.0632,112.074392,0.0632
8760.15125,0.032,0,0.121313,9.7,1,0.00064,0.064,113.1157883,0.064
8839.93875,0.0322,0,0.122587,9.8,1,0.000644,0.0644,114.1460474,0.0644
8924.81,0.0325,0,0.123819,9.9,1,0.00065,0.065,115.2419507,0.065
9002.73875,0.033,0,0.125093,10,1,0.00066,0.066,116.2482086,0.066
9090.0275,0.0335,-0.001,0.126325,10.1,1,0.00067,0.067,117.375328,0.067
9168.995,0.0337,-0.001,0.127557,10.2,1,0.000674,0.0674,118.3949988,0.0674
9250.17875,0.0341,-0.001,0.12879,10.3,1,0.000682,0.0682,119.4432871,0.0682
9331.71875,0.0344,-0.001,0.130063,10.4,1,0.000688,0.0688,120.4961755,0.0688
9415.65,0.035,-0.001,0.131296,10.5,1,0.0007,0.07,121.579941,0.07
9498.72875,0.0355,-0.001,0.132569,10.6,1,0.00071,0.071,122.6526985,0.071
9576.24375,0.0359,-0.001,0.133802,10.7,1,0.000718,0.0718,123.6536139,0.0718
9658.51125,0.0362,-0.001,0.135075,10.8,1,0.000724,0.0724,124.7158961,0.0724
9737.18,0.0365,0,0.136308,10.9,1,0.00073,0.073,125.7317094,0.073
9821.495,0.037,0,0.137581,11,1,0.00074,0.074,126.82043,0.074
9903.2175,0.0375,0,0.138855,11.1,1,0.00075,0.075,127.875675,0.075
9984.07375,0.0377,0,0.140087,11.2,1,0.000754,0.0754,128.9197344,0.0754
10063.83125,0.0382,-0.001,0.14132,11.3,1,0.000764,0.0764,129.9496061,0.0764
10144.93,0.0387,0,0.142593,11.4,1,0.000774,0.0774,130.9967969,0.0774
10226.0075,0.039,0,0.143826,11.5,1,0.00078,0.078,132.0437132,0.078
10307.81,0.0393,0,0.145099,11.6,1,0.000786,0.0786,133.0999911,0.0786
10389.62,0.0397,0,0.146332,11.7,1,0.000794,0.0794,134.1563658,0.0794
10469.29875,0.0402,0,0.147564,11.8,1,0.000804,0.0804,135.1852208,0.0804
10547.06375,0.0408,0,0.148797,11.9,1,0.000816,0.0816,136.1893643,0.0816
10629.47,0.0412,0,0.150029,12,1,0.000824,0.0824,137.2534382,0.0824
10710.53625,0.0418,0,0.151302,12.1,1,0.000836,0.0836,138.3002092,0.0836
10791.21,0.0421,0,0.152535,12.2,1,0.000842,0.0842,139.3419121,0.0842
10872.79375,0.0424,0,0.153767,12.3,1,0.000848,0.0848,140.3953654,0.0848
10957.19375,0.0429,0,0.155041,12.4,1,0.000858,0.0858,141.4851836,0.0858
11037.40375,0.0434,-0.001,0.156314,12.5,1,0.000868,0.0868,142.5208983,0.0868
11113.125,0.044,-0.001,0.157547,12.6,1,0.00088,0.088,143.4986518,0.088
11200.14125,0.0445,0,0.158779,12.7,1,0.00089,0.089,144.6222525,0.089
11277.4175,0.0447,0,0.160053,12.8,1,0.000894,0.0894,145.620085,0.0894
11360.99375,0.0449,0,0.161326,12.9,1,0.000898,0.0898,146.6992666,0.0898
11437.24,0.0455,0,0.162559,13,1,0.00091,0.091,147.6837992,0.091
11516.57875,0.0462,0,0.163832,13.1,1,0.000924,0.0924,148.7082638,0.0924
11601.00875,0.0467,0,0.165106,13.2,1,0.000934,0.0934,149.7984694,0.0934
11679.3575,0.0473,0,0.166338,13.3,1,0.000946,0.0946,150.8101507,0.0946
11762.09625,0.0479,0,0.167571,13.4,1,0.000958,0.0958,151.8785179,0.0958
11836.6275,0.0484,0,0.168803,13.5,1,0.000968,0.0968,152.8409056,0.0968
11915.5875,0.0488,0,0.170036,13.6,1,0.000976,0.0976,153.8604796,0.0976
11994.2325,0.0492,-0.001,0.171309,13.7,1,0.000984,0.0984,154.8759862,0.0984
12077.7075,0.0496,0,0.172542,13.8,1,0.000992,0.0992,155.9538603,0.0992
12158.20875,0.0503,-0.001,0.173815,13.9,1,0.001006,0.1006,156.9933358,0.1006
12236.06875,0.0509,-0.001,0.175089,14,1,0.001018,0.1018,157.998706,0.1018
12311.70625,0.0513,0,0.176321,14.1,1,0.001026,0.1026,158.9753781,0.1026
12395.58375,0.0517,0,0.177553,14.2,1,0.001034,0.1034,160.0584495,0.1034
12474.76875,0.0522,-0.001,0.178827,14.3,1,0.001044,0.1044,161.0809289,0.1044
12556.18,0.0527,-0.001,0.180101,14.4,1,0.001054,0.1054,162.1321548,0.1054
12634.65375,0.0534,0,0.181333,14.5,1,0.001068,0.1068,163.1454501,0.1068
12716.23125,0.0541,0,0.182565,14.6,1,0.001082,0.1082,164.1988226,0.1082
12793.32125,0.0544,0,0.183839,14.7,1,0.001088,0.1088,165.1942502,0.1088
12871.36875,0.0547,0,0.185071,14.8,1,0.001094,0.1094,166.2020416,0.1094
12952.80125,0.0551,0,0.186345,14.9,1,0.001102,0.1102,167.2535418,0.1102
13031.54625,0.0557,0,0.187577,15,1,0.001114,0.1114,168.2703397,0.1114
13103.67625,0.0564,0,0.18881,15.1,1,0.001128,0.1128,169.201721,0.1128
13183.095,0.0569,-0.001,0.190042,15.2,1,0.001138,0.1138,170.2272187,0.1138
13264.51375,0.0573,-0.001,0.191275,15.3,1,0.001146,0.1146,171.2785414,0.1146
13343.85875,0.0577,-0.001,0.192548,15.4,1,0.001154,0.1154,172.3030868,0.1154
13416.86,0.0582,0,0.193781,15.5,1,0.001164,0.1164,173.2457182,0.1164
13503.97125,0.0587,0,0.195054,15.6,1,0.001174,0.1174,174.3705455,0.1174
13574.03375,0.0591,0,0.196287,15.7,1,0.001182,0.1182,175.2752303,0.1182
13656.46,0.0597,0,0.19756,15.8,1,0.001194,0.1194,176.3395624,0.1194
13738.375,0.0602,0,0.198793,15.9,1,0.001204,0.1204,177.3972929,0.1204
13815.165,0.0609,0,0.200025,16,1,0.001218,0.1218,178.3888468,0.1218
13889.58625,0.0615,0,0.201298,16.1,1,0.00123,0.123,179.349814,0.123
13972.91375,0.0621,0,0.202572,16.2,1,0.001242,0.1242,180.4257835,0.1242
14050.24,0.0624,0,0.203804,16.3,1,0.001248,0.1248,181.4242617,0.1248
14128.53125,0.0626,0.001,0.205078,16.4,1,0.001252,0.1252,182.4352004,0.1252
14207,0.0631,0,0.206351,16.5,1,0.001262,0.1262,183.4484312,0.1262
14281.1025,0.0635,-0.001,0.207584,16.6,1,0.00127,0.127,184.4052826,0.127
14361.34125,0.0641,-0.001,0.208816,16.7,1,0.001282,0.1282,185.4413685,0.1282
14436.22625,0.0645,0,0.210049,16.8,1,0.00129,0.129,186.4083239,0.129
14513.525,0.0649,0,0.211322,16.9,1,0.001298,0.1298,187.406447,0.1298
14590.385,0.065,0,0.212555,17,1,0.0013,0.13,188.3989047,0.13
14669.12125,0.0654,0,0.213787,17.1,1,0.001308,0.1308,189.4155895,0.1308
14748.5725,0.0659,0,0.215061,17.2,1,0.001318,0.1318,190.4415068,0.1318
14828.23125,0.0663,0,0.216293,17.3,1,0.001326,0.1326,191.4701035,0.1326
14899.7425,0.0667,0,0.217567,17.4,1,0.001334,0.1334,192.3934952,0.1334
14977.24375,0.0671,0,0.21884,17.5,1,0.001342,0.1342,193.3942331,0.1342
15054.20875,0.0676,0,0.220073,17.6,1,0.001352,0.1352,194.3880466,0.1352
15136.9225,0.0681,-0.001,0.221346,17.7,1,0.001362,0.1362,195.4560911,0.1362
15211.52625,0.0685,0,0.222579,17.8,1,0.00137,0.137,196.4194148,0.137
15292.665,0.0688,0,0.223852,17.9,1,0.001376,0.1376,197.467122,0.1376
15368.3825,0.0693,0,0.225085,18,1,0.001386,0.1386,198.4448272,0.1386
15440.5775,0.0697,-0.001,0.226317,18.1,1,0.001394,0.1394,199.3770479,0.1394
15521.1,0.0699,-0.001,0.227591,18.2,1,0.001398,0.1398,200.4167977,0.1398
15596.03625,0.0701,-0.001,0.228823,18.3,1,0.001402,0.1402,201.3844149,0.1402
15676.47625,0.0706,-0.001,0.230097,18.4,1,0.001412,0.1412,202.4230995,0.1412
15754.505,0.071,0,0.231329,18.5,1,0.00142,0.142,203.4306487,0.142
15828.53875,0.0713,-0.001,0.232561,18.6,1,0.001426,0.1426,204.3866123,0.1426
15900.045,0.0717,0,0.233794,18.7,1,0.001434,0.1434,205.3099395,0.1434
15978.015,0.072,0,0.235026,18.8,1,0.00144,0.144,206.3167301,0.144
16057.56625,0.0726,0,0.2363,18.9,1,0.001452,0.1452,207.3439387,0.1452
16134.18625,0.073,0,0.237532,19,1,0.00146,0.146,208.3332974,0.146
16214.6275,0.0734,0,0.238765,19.1,1,0.001468,0.1468,209.3719981,0.1468
16288.97,0.074,-0.001,0.240038,19.2,1,0.00148,0.148,210.3319485,0.148
16360.06625,0.0748,0,0.241312,19.3,1,0.001496,0.1496,211.2499815,0.1496
16441.15875,0.0751,0,0.242585,19.4,1,0.001502,0.1502,212.2970915,0.1502
16520.02,0.075,0,0.243818,19.5,1,0.0015,0.15,213.3153905,0.15
16595.70375,0.0756,0,0.245091,19.6,1,0.001512,0.1512,214.2926598,0.1512
16667.555,0.0761,0,0.246324,19.7,1,0.001522,0.1522,215.2204418,0.1522
16749.33875,0.0765,0,0.247556,19.8,1,0.00153,0.153,216.2764776,0.153
16824.85875,0.0767,0,0.24883,19.9,1,0.001534,0.1534,217.2516325,0.1534
16900.31,0.0773,0,0.250103,20,1,0.001546,0.1546,218.2258996,0.1546
16973.07625,0.0776,0,0.251336,20.1,1,0.001552,0.1552,219.1654966,0.1552
17054.31875,0.0777,0,0.252568,20.2,1,0.001554,0.1554,220.2145435,0.1554
17123.82875,0.0782,0,0.2538,20.3,1,0.001564,0.1564,221.112094,0.1564
17199.95625,0.0786,0,0.255074,20.4,1,0.001572,0.1572,222.0950933,0.1572
17275.14125,0.0791,0,0.256306,20.5,1,0.001582,0.1582,223.0659225,0.1582
17350.10125,0.0799,0,0.257539,20.6,1,0.001598,0.1598,224.0338464,0.1598
17428.82375,0.0802,0,0.258853,20.7,1,0.001604,0.1604,225.0503537,0.1604
17507.3125,0.0803,0,0.260045,20.8,1,0.001606,0.1606,226.0638426,0.1606
17578.2425,0.0806,0,0.261359,20.9,1,0.001612,0.1612,226.979729,0.1612
17658.04375,0.0811,0,0.262592,21,1,0.001622,0.1622,228.0101657,0.1622
17732.015,0.0817,0,0.263824,21.1,1,0.001634,0.1634,228.9653223,0.1634
17804.755,0.0821,0,0.265057,21.2,1,0.001642,0.1642,229.9045803,0.1642
17879.9625,0.0826,-0.001,0.26633,21.3,1,0.001652,0.1652,230.8757,0.1652
17959.03,0.083,-0.001,0.267604,21.4,1,0.00166,0.166,231.8966621,0.166
18031.17625,0.0832,-0.001,0.268836,21.5,1,0.001664,0.1664,232.8282534,0.1664
18105.71375,0.0834,-0.001,0.270069,21.6,1,0.001668,0.1668,233.7907217,0.1668
18181.70875,0.0839,-0.001,0.271342,21.7,1,0.001678,0.1678,234.77201,0.1678
18254.44375,0.0845,-0.001,0.272616,21.8,1,0.00169,0.169,235.7112035,0.169
18327.65625,0.0849,-0.001,0.273807,21.9,1,0.001698,0.1698,236.6565627,0.1698
18402.14125,0.0852,0,0.27504,22,1,0.001704,0.1704,237.6183531,0.1704
18477.24,0.0853,0,0.276313,22.1,1,0.001706,0.1706,238.5880686,0.1706
18550.97875,0.0856,0,0.277545,22.2,1,0.001712,0.1712,239.540223,0.1712
18623.91,0.0862,0,0.278778,22.3,1,0.001724,0.1724,240.4819506,0.1724
18703.46625,0.087,0,0.280051,22.4,1,0.00174,0.174,241.5092237,0.174
18785.195,0.0874,0,0.281284,22.5,1,0.001748,0.1748,242.5645493,0.1748
18853.9975,0.0875,0,0.282557,22.6,1,0.00175,0.175,243.4529642,0.175
18925.6425,0.0878,0,0.28379,22.7,1,0.001756,0.1756,244.378083,0.1756
19001.93875,0.0884,0,0.285063,22.8,1,0.001768,0.1768,245.3632613,0.1768
19076.375,0.0889,0,0.286337,22.9,1,0.001778,0.1778,246.3244222,0.1778
19150.2625,0.0894,0,0.287569,23,1,0.001788,0.1788,247.2784974,0.1788
19225.64875,0.0898,0,0.288802,23.1,1,0.001796,0.1796,248.2519252,0.1796
19297.3225,0.09,0,0.290075,23.2,1,0.0018,0.18,249.1774153,0.18
19376.55375,0.0904,0,0.291349,23.3,1,0.001808,0.1808,250.2004918,0.1808
19442.05125,0.0909,-0.001,0.292581,23.4,1,0.001818,0.1818,251.0462308,0.1818
19516.56875,0.091,-0.001,0.293814,23.5,1,0.00182,0.182,252.0084409,0.182
19592.56625,0.0914,-0.001,0.295087,23.6,1,0.001828,0.1828,252.9897615,0.1828
19665.77375,0.0917,-0.001,0.296279,23.7,1,0.001834,0.1834,253.9350561,0.1834
19738.95375,0.0921,0,0.297552,23.8,1,0.001842,0.1842,254.8799957,0.1842
19810.08125,0.0925,0,0.298826,23.9,1,0.00185,0.185,255.7984322,0.185
19883.34875,0.0929,0,0.300058,24,1,0.001858,0.1858,256.7445016,0.1858
19955.61125,0.0932,0,0.301332,24.1,1,0.001864,0.1864,257.6775939,0.1864
20026.52125,0.0936,0,0.302564,24.2,1,0.001872,0.1872,258.593222,0.1872
20108.28,0.094,-0.001,0.303796,24.3,1,0.00188,0.188,259.648935,0.188
20179.02125,0.0945,-0.001,0.30507,24.4,1,0.00189,0.189,260.5623841,0.189
20253.69125,0.095,0,0.306302,24.5,1,0.0019,0.19,261.5265633,0.19
20324.5875,0.0955,0,0.307576,24.6,1,0.00191,0.191,262.4420139,0.191
20399.03,0.0958,0,0.308849,24.7,1,0.001916,0.1916,263.4032555,0.1916
20469.64875,0.096,-0.001,0.310082,24.8,1,0.00192,0.192,264.3151228,0.192
20543.5925,0.0965,0,0.311314,24.9,1,0.00193,0.193,265.2699243,0.193
20618.85625,0.0971,-0.001,0.312588,25,1,0.001942,0.1942,266.2417704,0.1942
20695.09125,0.0975,0,0.31382,25.1,1,0.00195,0.195,267.2261577,0.195
20766.075,0.0978,0,0.315094,25.2,1,0.001956,0.1956,268.1427381,0.1956
20831.705,0.098,0,0.316326,25.3,1,0.00196,0.196,268.990188,0.196
20905.115,0.0983,-0.001,0.317559,25.4,1,0.001966,0.1966,269.9380974,0.1966
20978.3875,0.0986,-0.001,0.318791,25.5,1,0.001972,0.1972,270.8842314,0.1972
21049.7475,0.0992,0,0.320024,25.6,1,0.001984,0.1984,271.8056701,0.1984
21125.8125,0.0996,0,0.321256,25.7,1,0.001992,0.1992,272.7878624,0.1992
21197.32125,0.0999,0,0.32253,25.8,1,0.001998,0.1998,273.7112218,0.1998
21270.5075,0.1001,0,0.323803,25.9,1,0.002002,0.2002,274.6562421,0.2002
21338.82875,0.1008,-0.001,0.325036,26,1,0.002016,0.2016,275.5384428,0.2016
21419.1,0.1014,0,0.326268,26.1,1,0.002028,0.2028,276.5749484,0.2028
21486.765,0.1017,0,0.327541,26.2,1,0.002034,0.2034,277.4486753,0.2034
21559.74,0.102,-0.001,0.328815,26.3,1,0.00204,0.204,278.3909678,0.204
21633.6925,0.1023,-0.001,0.330089,26.4,1,0.002046,0.2046,279.3458823,0.2046
21707.41375,0.1028,-0.001,0.331321,26.5,1,0.002056,0.2056,280.2978108,0.2056
21782.43875,0.1031,0,0.332595,26.6,1,0.002062,0.2062,281.2665739,0.2062
21850.7825,0.1034,0,0.333827,26.7,1,0.002068,0.2068,282.1490652,0.2068
21922.43875,0.1036,-0.001,0.3351,26.8,1,0.002072,0.2072,283.0743293,0.2072
21992.44,0.1039,-0.001,0.336333,26.9,1,0.002078,0.2078,283.9782231,0.2078
22062.0975,0.1044,0,0.337565,27,1,0.002088,0.2088,284.8776783,0.2088
22133.255,0.105,0,0.338798,27.1,1,0.0021,0.21,285.7965022,0.21
22204.47875,0.1052,0,0.34003,27.2,1,0.002104,0.2104,286.7161816,0.2104
22276.90875,0.1055,0,0.341304,27.3,1,0.00211,0.211,287.6514367,0.211
22346.98625,0.1059,0,0.342536,27.4,1,0.002118,0.2118,288.5563151,0.2118
22416.57875,0.1062,0,0.34381,27.5,1,0.002124,0.2124,289.454931,0.2124
22496.13125,0.1064,0,0.345083,27.6,1,0.002128,0.2128,290.4821557,0.2128
22565.2175,0.1068,-0.001,0.346357,27.7,1,0.002136,0.2136,291.3742345,0.2136
22632.09875,0.1072,-0.001,0.347589,27.8,1,0.002144,0.2144,292.2378412,0.2144
22704.68,0.1076,-0.001,0.348822,27.9,1,0.002152,0.2152,293.1750494,0.2152
22778.56875,0.1079,-0.001,0.350095,28,1,0.002158,0.2158,294.1291407,0.2158
22847.77375,0.1084,0,0.351328,28.1,1,0.002168,0.2168,295.0227529,0.2168
22920.51875,0.1089,0,0.352601,28.2,1,0.002178,0.2178,295.9620755,0.2178
22985.26,0.1091,0,0.353834,28.3,1,0.002182,0.2182,296.7980494,0.2182
23058.99375,0.1095,0,0.355107,28.4,1,0.00219,0.219,297.7501392,0.219
23129.76375,0.1095,0,0.35634,28.5,1,0.00219,0.219,298.6639596,0.219
23195.86375,0.1099,0,0.357572,28.6,1,0.002198,0.2198,299.5174783,0.2198
23267.37375,0.1104,0,0.358763,28.7,1,0.002208,0.2208,300.440854,0.2208
23339.37375,0.1109,-0.001,0.360037,28.8,1,0.002218,0.2218,301.3705567,0.2218
23408.9975,0.1113,0,0.361269,28.9,1,0.002226,0.2226,302.2695761,0.2226
23476.285,0.1115,0,0.362543,29,1,0.00223,0.223,303.1384285,0.223
23543.43375,0.112,0,0.363775,29.1,1,0.00224,0.224,304.0054893,0.224
23618.9625,0.1125,-0.001,0.365049,29.2,1,0.00225,0.225,304.9807571,0.225
23681.9925,0.1127,-0.001,0.366322,29.3,1,0.002254,0.2254,305.7946344,0.2254
23755.83625,0.1128,0,0.367555,29.4,1,0.002256,0.2256,306.7481447,0.2256
23825.52125,0.1133,0,0.368787,29.5,1,0.002266,0.2266,307.6479549,0.2266
23896.60875,0.1137,0,0.370061,29.6,1,0.002274,0.2274,308.565875,0.2274
23969.74375,0.1143,0,0.371375,29.7,1,0.002286,0.2286,309.5102335,0.2286
24033.20375,0.1147,0,0.372567,29.8,1,0.002294,0.2294,310.3296631,0.2294
24102.07125,0.1149,0,0.37384,29.9,1,0.002298,0.2298,311.2189174,0.2298
24174.05125,0.1152,0,0.375073,30,1,0.002304,0.2304,312.1483619,0.2304
24241.0025,0.1156,-0.001,0.376346,30.1,1,0.002312,0.2312,313.0128725,0.2312
24309.74125,0.1159,-0.001,0.37762,30.2,1,0.002318,0.2318,313.9004642,0.2318
24380.835,0.1164,0,0.378811,30.3,1,0.002328,0.2328,314.818465,0.2328
24450.84625,0.1169,0,0.380085,30.4,1,0.002338,0.2338,315.7224879,0.2338
24513.36875,0.1171,0,0.381317,30.5,1,0.002342,0.2342,316.5298121,0.2342
24584.45875,0.1175,-0.001,0.382549,30.6,1,0.00235,0.235,317.4477644,0.235
24655.66375,0.1178,0,0.383823,30.7,1,0.002356,0.2356,318.3672017,0.2356
24723.655,0.1181,0,0.385055,30.8,1,0.002362,0.2362,319.2451413,0.2362
24791.10625,0.1182,0,0.386288,30.9,1,0.002364,0.2364,320.1161082,0.2364
