Load,Deformation Elongation,Deformation Striction,CrossHead,Testing Time,Phase,Unitary Deformation,Deformation Percent,Stress,Elongation Percent
N,mm,mm,mm,s,,mm/mm,%,MPa,%
67913.04375,1.095,0,2.226979,145.292,2,0.0219,2.19,876.9297764,2.19
67915.355,1.0958,0,2.227801,145.302,2,0.021916,2.1916,876.9596205,2.1916
67916.24125,1.0967,0,2.228992,145.312,2,0.021934,2.1934,876.9710642,2.1934
67916.7475,1.0975,0,2.229814,145.322,2,0.02195,2.195,876.9776012,2.195
67920.02625,1.0983,0,2.231005,145.332,2,0.021966,2.1966,877.0199382,2.1966
67920.36,1.0991,0,2.231786,145.342,2,0.021982,2.1982,877.0242477,2.1982
67924.16375,1.0999,0,2.232977,145.352,2,0.021998,2.1998,877.0733638,2.1998
67923.6425,1.1007,0,2.233758,145.362,2,0.022014,2.2014,877.0666331,2.2014
67920.6175,1.1015,0,2.234949,145.372,2,0.02203,2.203,877.0275727,2.203
67926.79,1.1023,0,2.235729,145.382,2,0.022046,2.2046,877.1072753,2.2046
67928.425,1.1031,0,2.236921,145.392,2,0.022062,2.2062,877.1283873,2.2062
67929.575,1.1039,-0.001,2.237701,145.402,2,0.022078,2.2078,877.1432368,2.2078
67932.02,1.1047,-0.001,2.238934,145.412,2,0.022094,2.2094,877.1748079,2.2094
67934.0725,1.1055,-0.001,2.239714,145.422,2,0.02211,2.211,877.2013109,2.211
67938.4475,1.1063,-0.001,2.240947,145.432,2,0.022126,2.2126,877.2578033,2.2126
67937.82875,1.1072,-0.001,2.241768,145.442,2,0.022144,2.2144,877.2498136,2.2144
67944.625,1.1079,0,2.243001,145.452,2,0.022158,2.2158,877.3375705,2.2158
67943.37125,1.1087,-0.001,2.243822,145.462,2,0.022174,2.2174,877.3213814,2.2174
67944.505,1.1095,-0.001,2.245014,145.472,2,0.02219,2.219,877.336021,2.219
67948.04125,1.1103,-0.001,2.245794,145.482,2,0.022206,2.2206,877.3816829,2.2206
67950.15375,1.1111,-0.001,2.246986,145.492,2,0.022222,2.2222,877.4089607,2.2222
67952.46875,1.1119,-0.001,2.247807,145.502,2,0.022238,2.2238,877.4388532,2.2238
67952.23625,1.1128,-0.001,2.24904,145.512,2,0.022256,2.2256,877.435851,2.2256
67953.0975,1.1136,-0.001,2.24982,145.522,2,0.022272,2.2272,877.4469719,2.2272
67954.82625,1.1143,-0.001,2.251053,145.532,2,0.022286,2.2286,877.4692945,2.2286
67955.0175,1.1151,-0.001,2.251833,145.542,2,0.022302,2.2302,877.471764,2.2302
67955.4225,1.1159,-0.001,2.252984,145.552,2,0.022318,2.2318,877.4769936,2.2318
67962.3025,1.1167,-0.001,2.253764,145.562,2,0.022334,2.2334,877.5658319,2.2334
67963.26,1.1175,-0.001,2.254956,145.572,2,0.02235,2.235,877.5781956,2.235
67963.32625,1.1183,-0.001,2.255736,145.582,2,0.022366,2.2366,877.5790511,2.2366
67960.93375,1.119,-0.001,2.256927,145.592,2,0.02238,2.238,877.5481578,2.238
67963.75,1.1198,-0.001,2.257749,145.602,2,0.022396,2.2396,877.5845228,2.2396
67965.185,1.1206,-0.001,2.258899,145.612,2,0.022412,2.2412,877.6030523,2.2412
67966.135,1.1214,-0.001,2.25968,145.622,2,0.022428,2.2428,877.6153192,2.2428
67967.61875,1.1222,-0.001,2.260871,145.632,2,0.022444,2.2444,877.6344781,2.2444
67970.52875,1.123,0,2.261693,145.642,2,0.02246,2.246,877.6720536,2.246
67975.14625,1.1238,0,2.262884,145.652,2,0.022476,2.2476,877.7316773,2.2476
67982.175,1.1246,0,2.263706,145.662,2,0.022492,2.2492,877.8224363,2.2492
67979.48375,1.1254,0,2.264938,145.672,2,0.022508,2.2508,877.7876854,2.2508
67983.67125,1.1262,0,2.265719,145.682,2,0.022524,2.2524,877.8417567,2.2524
67984.685,1.127,0,2.26691,145.692,2,0.02254,2.254,877.8548468,2.254
67989.88875,1.1278,0,2.267732,145.702,2,0.022556,2.2556,877.9220404,2.2556
67994.82875,1.1286,0,2.268964,145.712,2,0.022572,2.2572,877.9858283,2.2572
67993.7525,1.1294,0,2.269786,145.722,2,0.022588,2.2588,877.9719312,2.2588
67995.08125,1.1302,0,2.271018,145.732,2,0.022604,2.2604,877.9890887,2.2604
67994.70875,1.1311,0,2.271799,145.742,2,0.022622,2.2622,877.9842788,2.2622
67994.46,1.1319,0,2.27299,145.752,2,0.022638,2.2638,877.9810668,2.2638
68000.365,1.1327,0,2.273771,145.762,2,0.022654,2.2654,878.0573154,2.2654
68001.93875,1.1335,0,2.274962,145.772,2,0.02267,2.267,878.0776365,2.267
68001.31875,1.1343,0,2.275743,145.782,2,0.022686,2.2686,878.0696307,2.2686
68002.9625,1.1351,0,2.276975,145.792,2,0.022702,2.2702,878.0908557,2.2702
68002.84375,1.1359,0,2.277756,145.802,2,0.022718,2.2718,878.0893223,2.2718
68007.63875,1.1367,0,2.278947,145.812,2,0.022734,2.2734,878.1512379,2.2734
68005.57,1.1376,0,2.279728,145.822,2,0.022752,2.2752,878.1245251,2.2752
68005.95,1.1384,0,2.280919,145.832,2,0.022768,2.2768,878.1294319,2.2768
68007.2575,1.1392,0,2.281741,145.842,2,0.022784,2.2784,878.146315,2.2784
68012.71,1.14,0,2.282932,145.852,2,0.0228,2.28,878.2167206,2.28
68014.27375,1.1408,0,2.283754,145.862,2,0.022816,2.2816,878.2369126,2.2816
68015.73625,1.1416,0,2.284986,145.872,2,0.022832,2.2832,878.2557972,2.2832
68018.8,1.1425,0,2.285808,145.882,2,0.02285,2.285,878.295358,2.285
68022.7075,1.1433,-0.001,2.286999,145.892,2,0.022866,2.2866,878.3458137,2.2866
68022.28125,1.1441,-0.001,2.28778,145.902,2,0.022882,2.2882,878.3403098,2.2882
68025.25,1.1449,-0.001,2.289012,145.912,2,0.022898,2.2898,878.3786439,2.2898
68023.35,1.1457,-0.001,2.289793,145.922,2,0.022914,2.2914,878.35411,2.2914
68027.95625,1.1466,-0.001,2.291025,145.932,2,0.022932,2.2932,878.4135884,2.2932
68025.36625,1.1474,-0.001,2.291847,145.942,2,0.022948,2.2948,878.3801449,2.2948
68030.7175,1.1482,-0.001,2.293038,145.952,2,0.022964,2.2964,878.4492432,2.2964
68028.84,1.1491,-0.001,2.293818,145.962,2,0.022982,2.2982,878.4249999,2.2982
68029.5525,1.1499,-0.001,2.294969,145.972,2,0.022998,2.2998,878.4342001,2.2998
68030.51625,1.1507,-0.001,2.295749,145.982,2,0.023014,2.3014,878.4466445,2.3014
68032.32,1.1515,-0.001,2.296941,145.992,2,0.02303,2.303,878.4699355,2.303
68033.87375,1.1523,0,2.297762,146.002,2,0.023046,2.3046,878.4899984,2.3046
68033.25375,1.1531,0,2.298954,146.012,2,0.023062,2.3062,878.4819926,2.3062
68036.5025,1.1539,0,2.299734,146.022,2,0.023078,2.3078,878.5239422,2.3078
68039.5575,1.1547,0,2.300926,146.032,2,0.023094,2.3094,878.56339,2.3094
68038.38375,1.1555,0,2.301665,146.042,2,0.02311,2.311,878.5482339,2.311
68038.99375,1.1564,-0.001,2.302856,146.052,2,0.023128,2.3128,878.5561106,2.3128
68041.98125,1.1571,-0.001,2.303678,146.062,2,0.023142,2.3142,878.5946868,2.3142
68046.17375,1.158,-0.001,2.30491,146.072,2,0.02316,2.316,878.6488226,2.316
68049.48125,1.1588,-0.001,2.305732,146.082,2,0.023176,2.3176,878.6915308,2.3176
68051.6275,1.1596,-0.001,2.306923,146.092,2,0.023192,2.3192,878.7192443,2.3192
68052.925,1.1605,-0.001,2.307745,146.102,2,0.02321,2.321,878.7359984,2.321
68051.08375,1.1612,-0.001,2.308936,146.112,2,0.023224,2.3224,878.7122232,2.3224
68052.48,1.1621,-0.001,2.309717,146.122,2,0.023242,2.3242,878.7302523,2.3242
68058.71,1.1629,-0.001,2.310949,146.132,2,0.023258,2.3258,878.8106974,2.3258
68065.51625,1.1637,-0.001,2.311771,146.142,2,0.023274,2.3274,878.8985834,2.3274
68067.76125,1.1645,-0.001,2.312962,146.152,2,0.02329,2.329,878.927572,2.329
68063.72375,1.1654,-0.001,2.313784,146.162,2,0.023308,2.3308,878.8754376,2.3308
68066.845,1.1662,-0.001,2.314975,146.172,2,0.023324,2.3324,878.9157409,2.3324
68065.38,1.167,-0.001,2.315797,146.182,2,0.02334,2.334,878.896824,2.334
68068.17625,1.1678,-0.001,2.316947,146.192,2,0.023356,2.3356,878.9329307,2.3356
68070.06625,1.1686,-0.001,2.317769,146.202,2,0.023372,2.3372,878.9573354,2.3372
68073.56125,1.1694,-0.001,2.31896,146.212,2,0.023388,2.3388,879.0024647,2.3388
68073.49375,1.1703,-0.001,2.319782,146.222,2,0.023406,2.3406,879.0015931,2.3406
68073.1925,1.1711,-0.001,2.320973,146.232,2,0.023422,2.3422,878.9977032,2.3422
68070.44375,1.1719,-0.001,2.321754,146.242,2,0.023438,2.3438,878.9622099,2.3438
68070.20125,1.1727,-0.001,2.322945,146.252,2,0.023454,2.3454,878.9590786,2.3454
68073.90125,1.1736,-0.001,2.323726,146.262,2,0.023472,2.3472,879.006855,2.3472
68076.125,1.1744,-0.001,2.324917,146.272,2,0.023488,2.3488,879.0355692,2.3488
68079.5575,1.1752,-0.001,2.325739,146.282,2,0.023504,2.3504,879.0798915,2.3504
68078.6475,1.176,-0.001,2.326971,146.292,2,0.02352,2.352,879.0681411,2.352
68083.81875,1.1769,-0.001,2.327793,146.302,2,0.023538,2.3538,879.1349151,2.3538
68085.49125,1.1777,-0.001,2.328984,146.312,2,0.023554,2.3554,879.1565113,2.3554
68083.3925,1.1785,-0.001,2.329765,146.322,2,0.02357,2.357,879.1294111,2.357
68083.135,1.1794,-0.001,2.330997,146.332,2,0.023588,2.3588,879.1260861,2.3588
68089.83625,1.1802,-0.001,2.331778,146.342,2,0.023604,2.3604,879.2126163,2.3604
68094.87625,1.1811,-0.001,2.33301,146.352,2,0.023622,2.3622,879.2776955,2.3622
68098.47625,1.1819,-0.001,2.333832,146.362,2,0.023638,2.3638,879.3241806,2.3638
68096.3675,1.1827,-0.001,2.335064,146.372,2,0.023654,2.3654,879.2969513,2.3654
68093.36,1.1835,-0.001,2.335845,146.382,2,0.02367,2.367,879.2581168,2.367
68097.85,1.1842,-0.001,2.337036,146.392,2,0.023684,2.3684,879.3160941,2.3684
68097.625,1.185,-0.001,2.337817,146.402,2,0.0237,2.37,879.3131888,2.37
68098.96875,1.1859,-0.001,2.338967,146.412,2,0.023718,2.3718,879.33054,2.3718
68098.1525,1.1866,-0.001,2.339789,146.422,2,0.023732,2.3732,879.3200002,2.3732
68099.72875,1.1875,-0.001,2.340939,146.432,2,0.02375,2.375,879.3403536,2.375
68099.09125,1.1883,-0.001,2.34176,146.442,2,0.023766,2.3766,879.3321218,2.3766
68098.7725,1.1891,-0.001,2.342911,146.452,2,0.023782,2.3782,879.328006,2.3782
68101.225,1.1899,-0.001,2.343691,146.462,2,0.023798,2.3798,879.359674,2.3798
68101.6225,1.1908,-0.001,2.344842,146.472,2,0.023816,2.3816,879.3648067,2.3816
68100.41,1.1916,-0.001,2.345663,146.482,2,0.023832,2.3832,879.3491502,2.3832
68100.03125,1.1924,-0.001,2.346855,146.492,2,0.023848,2.3848,879.3442596,2.3848
68106.39125,1.1933,-0.001,2.347717,146.502,2,0.023866,2.3866,879.4263834,2.3866
68111.7775,1.1941,-0.001,2.348909,146.512,2,0.023882,2.3882,879.4959335,2.3882
68113.90375,1.195,-0.001,2.34973,146.522,2,0.0239,2.39,879.5233888,2.39
68111.35625,1.1958,-0.001,2.350922,146.532,2,0.023916,2.3916,879.4904941,2.3916
68117.3,1.1966,-0.001,2.351702,146.542,2,0.023932,2.3932,879.567243,2.3932
68120.47,1.1974,-0.001,2.352976,146.552,2,0.023948,2.3948,879.6081758,2.3948
68121.475,1.1983,-0.001,2.353797,146.562,2,0.023966,2.3966,879.6211529,2.3966
68122.965,1.1991,-0.001,2.35503,146.572,2,0.023982,2.3982,879.6403925,2.3982
68124.545,1.1999,-0.001,2.355851,146.582,2,0.023998,2.3998,879.6607944,2.3998
68130.07875,1.2007,-0.001,2.357002,146.592,2,0.024014,2.4014,879.7322491,2.4014
68127.7775,1.2016,-0.001,2.357823,146.602,2,0.024032,2.4032,879.7025341,2.4032
68123.19875,1.2024,-0.001,2.358974,146.612,2,0.024048,2.4048,879.6434108,2.4048
68124.75875,1.2033,-0.001,2.359754,146.622,2,0.024066,2.4066,879.6635544,2.4066
68126.15625,1.2041,0,2.360945,146.632,2,0.024082,2.4082,879.6815997,2.4082
68125.37125,1.2049,0,2.361767,146.642,2,0.024098,2.4098,879.6714633,2.4098
68128.32,1.2057,-0.001,2.362958,146.652,2,0.024114,2.4114,879.7095392,2.4114
68129.24875,1.2066,-0.001,2.363739,146.662,2,0.024132,2.4132,879.7215317,2.4132
68129.1525,1.2074,-0.001,2.36493,146.672,2,0.024148,2.4148,879.7202889,2.4148
68132.91625,1.2082,-0.001,2.365711,146.682,2,0.024164,2.4164,879.7688884,2.4164
68134.12875,1.209,-0.001,2.366943,146.692,2,0.02418,2.418,879.7845449,2.418
68136.7625,1.2099,-0.001,2.367765,146.702,2,0.024198,2.4198,879.8185533,2.4198
68135.3925,1.2107,0,2.368997,146.712,2,0.024214,2.4214,879.8008631,2.4214
68138.16875,1.2116,0,2.369778,146.722,2,0.024232,2.4232,879.8367115,2.4232
68138.5975,1.2124,0,2.37101,146.732,2,0.024248,2.4248,879.8422478,2.4248
68144.2025,1.2132,0,2.371791,146.742,2,0.024264,2.4264,879.9146226,2.4264
68144.7925,1.214,0,2.373023,146.752,2,0.02428,2.428,879.922241,2.428
68144.65625,1.2148,0,2.373845,146.762,2,0.024296,2.4296,879.9204816,2.4296
68146.81,1.2157,0,2.375036,146.772,2,0.024314,2.4314,879.948292,2.4314
68153.69375,1.2165,0,2.375858,146.782,2,0.02433,2.433,880.0371787,2.433
68150.3175,1.2174,0,2.377049,146.792,2,0.024348,2.4348,879.9935827,2.4348
68147.72375,1.2181,0,2.37783,146.802,2,0.024362,2.4362,879.9600908,2.4362
68146.0925,1.2189,0,2.37898,146.812,2,0.024378,2.4378,879.9390273,2.4378
68148.52875,1.2198,0,2.379761,146.822,2,0.024396,2.4396,879.9704854,2.4396
68146.32625,1.2206,0,2.380952,146.832,2,0.024412,2.4412,879.9420456,2.4412
68143.96875,1.2214,0,2.381733,146.842,2,0.024428,2.4428,879.9116043,2.4428
68142.94875,1.2222,0,2.382924,146.852,2,0.024444,2.4444,879.8984335,2.4444
68146.15,1.2231,0,2.383704,146.862,2,0.024462,2.4462,879.9397697,2.4462
68149.03,1.224,0,2.384896,146.872,2,0.02448,2.448,879.9769579,2.448
68153.16125,1.2248,0,2.385676,146.882,2,0.024496,2.4496,880.0303028,2.4496
68150.63125,1.2257,0,2.386868,146.892,2,0.024514,2.4514,879.9976341,2.4514
68153.41125,1.2265,0,2.387648,146.902,2,0.02453,2.453,880.0335309,2.453
68155.04875,1.2274,0,2.388881,146.912,2,0.024548,2.4548,880.0546752,2.4548
68161.455,1.2283,0,2.389702,146.922,2,0.024566,2.4566,880.1373961,2.4566
68162.875,1.2291,0,2.390935,146.932,2,0.024582,2.4582,880.1557319,2.4582
68164.0775,1.2299,0,2.391756,146.942,2,0.024598,2.4598,880.1712593,2.4598
68163.195,1.2308,0,2.392948,146.952,2,0.024616,2.4616,880.159864,2.4616
68161.28625,1.2316,0,2.393769,146.962,2,0.024632,2.4632,880.1352171,2.4632
68163.91875,1.2324,0,2.394961,146.972,2,0.024648,2.4648,880.1692094,2.4648
68165.47125,1.2333,0,2.395782,146.982,2,0.024666,2.4666,880.1892561,2.4666
68165.45125,1.2341,0,2.396974,146.992,2,0.024682,2.4682,880.1889979,2.4682
68168.03625,1.2349,0,2.397795,147.002,2,0.024698,2.4698,880.2223768,2.4698
68164.36125,1.2357,0,2.398987,147.012,2,0.024714,2.4714,880.1749232,2.4714
68167.9025,1.2365,0,2.399767,147.022,2,0.02473,2.473,880.2206497,2.473
68170.32125,1.2374,0,2.400959,147.032,2,0.024748,2.4748,880.2518819,2.4748
68169.5475,1.2383,0,2.40178,147.042,2,0.024766,2.4766,880.2418909,2.4766
68167.685,1.2392,0,2.402972,147.052,2,0.024784,2.4784,880.2178413,2.4784
68170.33125,1.24,0,2.403752,147.062,2,0.0248,2.48,880.2520111,2.48
68168.77375,1.2409,0,2.404944,147.072,2,0.024818,2.4818,880.2318998,2.4818
68170.8825,1.2417,0,2.405724,147.082,2,0.024834,2.4834,880.2591291,2.4834
68173.6025,1.2426,0,2.406915,147.092,2,0.024852,2.4852,880.2942512,2.4852
68173.7025,1.2434,0,2.407737,147.102,2,0.024868,2.4868,880.2955425,2.4868
68177.29625,1.2443,0,2.408928,147.112,2,0.024886,2.4886,880.3419469,2.4886
68175.36,1.2451,0,2.40975,147.122,2,0.024902,2.4902,880.316945,2.4902
68175.085,1.246,0,2.410983,147.132,2,0.02492,2.492,880.313394,2.492
68182.59625,1.2468,0,2.411804,147.142,2,0.024936,2.4936,880.4103833,2.4936
68184.26875,1.2476,0,2.412995,147.152,2,0.024952,2.4952,880.4319796,2.4952
68187.59875,1.2484,0,2.413817,147.162,2,0.024968,2.4968,880.4749783,2.4968
68182.38625,1.2493,0,2.415008,147.172,2,0.024986,2.4986,880.4076717,2.4986
68179.9725,1.2501,0,2.415789,147.182,2,0.025002,2.5002,880.3765041,2.5002
68182.6525,1.251,0,2.417021,147.192,2,0.02502,2.502,880.4111097,2.502
68187.12625,1.2519,0,2.417843,147.202,2,0.025038,2.5038,880.4688771,2.5038
68190.565,1.2527,0,2.419076,147.212,2,0.025054,2.5054,880.5132801,2.5054
68189,1.2536,0,2.419856,147.222,2,0.025072,2.5072,880.493072,2.5072
68188.865,1.2545,0,2.421006,147.232,2,0.02509,2.509,880.4913288,2.509
68188.7225,1.2553,0,2.421787,147.242,2,0.025106,2.5106,880.4894888,2.5106
68191.75125,1.2562,0,2.422978,147.252,2,0.025124,2.5124,880.5285976,2.5124
68189.47625,1.2571,0,2.423759,147.262,2,0.025142,2.5142,880.4992216,2.5142
68186.22875,1.2579,0,2.42495,147.272,2,0.025158,2.5158,880.4572881,2.5158
68185.36125,1.2587,0,2.425731,147.282,2,0.025174,2.5174,880.4460865,2.5174
68188.61875,1.2595,0,2.426881,147.292,2,0.02519,2.519,880.4881491,2.519
68191.71125,1.2603,0,2.427662,147.302,2,0.025206,2.5206,880.5280811,2.5206
68189.7525,1.2612,0,2.428853,147.312,2,0.025224,2.5224,880.5027887,2.5224
68191.25125,1.262,0,2.429675,147.322,2,0.02524,2.524,880.5221414,2.524
68193.05625,1.2628,0,2.430907,147.332,2,0.025256,2.5256,880.5454485,2.5256
68196.7525,1.2637,-0.001,2.431729,147.342,2,0.025274,2.5274,880.5931765,2.5274
68202.59875,1.2645,-0.001,2.43292,147.352,2,0.02529,2.529,880.6686664,2.529
68202.17625,1.2653,-0.001,2.433742,147.362,2,0.025306,2.5306,880.6632108,2.5306
68198.7925,1.2661,-0.001,2.434933,147.372,2,0.025322,2.5322,880.619518,2.5322
68201.0175,1.2669,-0.001,2.435713,147.382,2,0.025338,2.5338,880.6482484,2.5338
68205.6425,1.2678,0,2.436946,147.392,2,0.025356,2.5356,880.7079689,2.5356
68202.89125,1.2686,0,2.437768,147.402,2,0.025372,2.5372,880.6724433,2.5372
68202.3575,1.2694,0,2.439,147.412,2,0.025388,2.5388,880.6655512,2.5388
68206.76125,1.2702,0,2.439822,147.422,2,0.025404,2.5404,880.7224148,2.5404
68206.89125,1.271,0,2.441013,147.432,2,0.02542,2.542,880.7240935,2.542
68207.07875,1.2719,0,2.441794,147.442,2,0.025438,2.5438,880.7265146,2.5438
68208.6025,1.2727,0,2.442985,147.452,2,0.025454,2.5454,880.74619,2.5454
68208.8525,1.2735,0,2.443765,147.462,2,0.02547,2.547,880.7494182,2.547
68208.48375,1.2743,0,2.444957,147.472,2,0.025486,2.5486,880.7446567,2.5486
68205.7575,1.2751,0,2.445737,147.482,2,0.025502,2.5502,880.7094539,2.5502
68210.01875,1.276,0,2.446929,147.492,2,0.02552,2.552,880.7644774,2.552
68209.81125,1.2768,0,2.447709,147.502,2,0.025536,2.5536,880.7617981,2.5536
68205.89375,1.2776,0,2.448942,147.512,2,0.025552,2.5552,880.7112132,2.5552
68208.7825,1.2785,0,2.449722,147.522,2,0.02557,2.557,880.7485143,2.557
68212.58,1.2793,0,2.450955,147.532,2,0.025586,2.5586,880.7975497,2.5586
68218.2,1.2802,0,2.451735,147.542,2,0.025604,2.5604,880.8701181,2.5604
68218.77125,1.281,0,2.452968,147.552,2,0.02562,2.562,880.8774944,2.562
68219.00375,1.2819,0,2.453789,147.562,2,0.025638,2.5638,880.8804966,2.5638
68218.14375,1.2827,0,2.454981,147.572,2,0.025654,2.5654,880.8693918,2.5654
68221.30875,1.2835,0,2.455802,147.582,2,0.02567,2.567,880.91026,2.567
68222.13125,1.2843,0,2.456994,147.592,2,0.025686,2.5686,880.9208805,2.5686
68221.90875,1.2852,0,2.457815,147.602,2,0.025704,2.5704,880.9180075,2.5704
68223.09625,1.286,0,2.459007,147.612,2,0.02572,2.572,880.9333411,2.572
68228.5,1.2869,-0.001,2.459828,147.622,2,0.025738,2.5738,881.0031173,2.5738
68225.9575,1.2877,-0.001,2.46102,147.632,2,0.025754,2.5754,880.9702871,2.5754
68224.35625,1.2886,-0.001,2.4618,147.642,2,0.025772,2.5772,880.9496109,2.5772
68225.60125,1.2895,0,2.462992,147.652,2,0.02579,2.579,880.965687,2.579
68227.34625,1.2903,0,2.463772,147.662,2,0.025806,2.5806,880.9882194,2.5806
68223.95625,1.2911,0,2.464963,147.672,2,0.025822,2.5822,880.9444459,2.5822
68222.315,1.292,0,2.465744,147.682,2,0.02584,2.584,880.9232532,2.584
68224.285,1.2928,0,2.466935,147.692,2,0.025856,2.5856,880.9486909,2.5856
68227.375,1.2937,0,2.467757,147.702,2,0.025874,2.5874,880.9885907,2.5874
68228.565,1.2945,0,2.468907,147.712,2,0.02589,2.589,881.0039566,2.589
68230.18625,1.2953,0,2.469688,147.722,2,0.025906,2.5906,881.024891,2.5906
68225.54625,1.2962,0,2.470879,147.732,2,0.025924,2.5924,880.9649769,2.5924
68225.555,1.297,0,2.47166,147.742,2,0.02594,2.594,880.9650898,2.594
68227.1575,1.2979,0,2.472892,147.752,2,0.025958,2.5958,880.9857822,2.5958
68230.3625,1.2987,0,2.473714,147.762,2,0.025974,2.5974,881.0271669,2.5974
68235.2075,1.2995,0,2.474946,147.772,2,0.02599,2.599,881.0897281,2.599
68236.04,1.3004,0,2.475727,147.782,2,0.026008,2.6008,881.1004778,2.6008
68235.83125,1.3013,0,2.476918,147.792,2,0.026026,2.6026,881.0977823,2.6026
68235.20125,1.3021,0,2.47774,147.802,2,0.026042,2.6042,881.0896474,2.6042
68234.90375,1.3029,0,2.478931,147.812,2,0.026058,2.6058,881.0858059,2.6058
68238.71375,1.3038,0,2.479753,147.822,2,0.026076,2.6076,881.1350027,2.6076
68239.69875,1.3046,0,2.480985,147.832,2,0.026092,2.6092,881.1477216,2.6092
68239.415,1.3054,0,2.481766,147.842,2,0.026108,2.6108,881.1440576,2.6108
68243.00375,1.3062,0,2.482998,147.852,2,0.026124,2.6124,881.1903975,2.6124
68239.95875,1.3071,0,2.483779,147.862,2,0.026142,2.6142,881.1510788,2.6142
68240.2625,1.3079,0,2.48497,147.872,2,0.026158,2.6158,881.155001,2.6158
68239.86375,1.3088,0,2.485751,147.882,2,0.026176,2.6176,881.1498521,2.6176
68244.245,1.3095,0,2.486983,147.892,2,0.02619,2.619,881.2064252,2.619
68243.74625,1.3104,0,2.487764,147.902,2,0.026208,2.6208,881.1999851,2.6208
68244.18875,1.3112,0,2.488955,147.912,2,0.026224,2.6224,881.2056989,2.6224
68241.32375,1.3121,0,2.489735,147.922,2,0.026242,2.6242,881.1687044,2.6242
68237.48,1.3129,0,2.490927,147.932,2,0.026258,2.6258,881.1190719,2.6258
68238.3,1.3138,0,2.491707,147.942,2,0.026276,2.6276,881.1296601,2.6276
68243.1775,1.3146,0,2.49294,147.952,2,0.026292,2.6292,881.192641,2.6292
68245.33375,1.3154,0,2.493761,147.962,2,0.026308,2.6308,881.2204837,2.6308
68244.2375,1.3163,0,2.494994,147.972,2,0.026326,2.6326,881.2063283,2.6326
68246.8025,1.3171,0,2.495816,147.982,2,0.026342,2.6342,881.239449,2.6342
68247.11,1.318,0,2.496966,147.992,2,0.02636,2.636,881.2434196,2.636
68251.5075,1.3188,0,2.497787,148.002,2,0.026376,2.6376,881.3002025,2.6376
68254.385,1.3196,0,2.498979,148.012,2,0.026392,2.6392,881.3373583,2.6392
68250.79625,1.3205,0,2.4998,148.022,2,0.02641,2.641,881.2910185,2.641
68252.69875,1.3213,0,2.500992,148.032,2,0.026426,2.6426,881.3155846,2.6426
68252.79,1.3222,0,2.501813,148.042,2,0.026444,2.6444,881.3167628,2.6444
68256.85875,1.3231,0,2.503046,148.052,2,0.026462,2.6462,881.3693007,2.6462
68261.29875,1.324,0,2.503867,148.062,2,0.02648,2.648,881.4266324,2.648
68260.0525,1.3249,0,2.505018,148.072,2,0.026498,2.6498,881.4105401,2.6498
68253.04375,1.3257,0,2.505798,148.082,2,0.026514,2.6514,881.3200394,2.6514
68254.01625,1.3266,0,2.50699,148.092,2,0.026532,2.6532,881.3325968,2.6532
68255.45875,1.3274,0,2.50777,148.102,2,0.026548,2.6548,881.3512232,2.6548
68253.34375,1.3282,0,2.508962,148.112,2,0.026564,2.6564,881.3239131,2.6564
68255.2625,1.3291,0,2.509742,148.122,2,0.026582,2.6582,881.3486891,2.6582
68252.545,1.33,0,2.510892,148.132,2,0.0266,2.66,881.3135993,2.66
68254.9025,1.3308,0,2.511673,148.142,2,0.026616,2.6616,881.3440406,2.6616
68257.16,1.3317,0,2.512864,148.152,2,0.026634,2.6634,881.3731906,2.6634
68258.82625,1.3325,0,2.513645,148.162,2,0.02665,2.665,881.3947061,2.665
68256.13375,1.3334,0,2.514877,148.172,2,0.026668,2.6668,881.3599391,2.6668
68256.47375,1.3342,0,2.515699,148.182,2,0.026684,2.6684,881.3643294,2.6684
68263.145,1.3351,0,2.516931,148.192,2,0.026702,2.6702,881.4504722,2.6702
68265.07375,1.336,0,2.517712,148.202,2,0.02672,2.672,881.4753772,2.672
68259.85,1.3369,0,2.518903,148.212,2,0.026738,2.6738,881.4079253,2.6738
68259.55125,1.3377,0,2.519725,148.222,2,0.026754,2.6754,881.4040677,2.6754
68266.03625,1.3386,0,2.520957,148.232,2,0.026772,2.6772,881.4878055,2.6772
68270.10125,1.3395,0,2.521779,148.242,2,0.02679,2.679,881.540295,2.679
68268.79125,1.3403,0,2.523011,148.252,2,0.026806,2.6806,881.5233796,2.6806
68269.0225,1.3412,0,2.523833,148.262,2,0.026824,2.6824,881.5263656,2.6824
68269.195,1.342,0,2.525024,148.272,2,0.02684,2.684,881.528593,2.684
68267.41,1.3428,0,2.525805,148.282,2,0.026856,2.6856,881.5055441,2.6856
68267.85875,1.3436,0,2.526996,148.292,2,0.026872,2.6872,881.5113386,2.6872
68270.315,1.3445,0,2.527777,148.302,2,0.02689,2.689,881.5430551,2.689
68269.2725,1.3453,0,2.528968,148.312,2,0.026906,2.6906,881.5295937,2.6906
68264.675,1.3461,0,2.529749,148.322,2,0.026922,2.6922,881.4702283,2.6922
68265.88375,1.347,0,2.53094,148.332,2,0.02694,2.694,881.4858364,2.694
68261.36,1.3478,0,2.531721,148.342,2,0.026956,2.6956,881.4274233,2.6956
68266.405,1.3487,0,2.532912,148.352,2,0.026974,2.6974,881.492567,2.6974
